Nama Wisata,final_text,score,sentiment
Kantor Pantai Randutatah Kec Paiton 2,salah satu taman safari baik indonesia keanekaragaman satwa dalam fasilitas lengkap layan bagus tiket masuk jangkau sesuai apa yg dapat,3,netral
Kantor Pantai Randutatah Kec Paiton 2,tunjuk lumba lumbanya bagus,5,positif
Kantor Pantai Randutatah Kec Paiton 2,seru,5,positif
Kantor Pantai Randutatah Kec Paiton 2,selalu puas kalau kunjung kesini mulai layan tugas tur safari tunjuk x hewan kemas atraktif tambah tunjuk sirkus akhir jam kunjung,5,positif
Kantor Pantai Randutatah Kec Paiton 2,cocok buat libur kalau punya anak kecil,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,kali sini makin polll sayang harimau beberapa ekor hampir punah kayak lebih exciting buat edukasi anak moga makin joss jiss,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,amazing safari park above my expectation loved the carnivor feeding lion tiger brown bear and surely the breakfast with giraffe literally eating their food in our table,3,netral
Kantor Pantai Randutatah Kec Paiton 2,cinta binatang suka banget sama taman safari mau datang x ga bosan love love pokok minus pas kesana hujan jadi kurang nikmat,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,good nyaman aman,5,positif
Kantor Pantai Randutatah Kec Paiton 2,educative pleasant fun cozy conservative nature park with family kid friendly atmosphere better to spend on non holiday period,3,netral
Kantor Pantai Randutatah Kec Paiton 2,bagus luas tanjak banyak pas jalan kaki,5,positif
Kantor Pantai Randutatah Kec Paiton 2,taman safari rupa destinasi sangat tepat kenal bagai jenis hewan anak anak unjung lihat hewan langsung mobil safari alam asa lebih aman senang sedia banyak main seru agam atraksi hewan tarik keluarga salah satu wahana paling kesan temple of terror atraksi lumba lumba tunjuk sirkus tambah seru kunjung harga tiket beli alam dapat sangat padan sangat rekomendasi,5,positif
Kantor Pantai Randutatah Kec Paiton 2,puas,5,positif
Kantor Pantai Randutatah Kec Paiton 2,tempat wisata bagus dgn ladang savana yg luas hampar dgn keliling bukit cantik tambah ragam alam yg tiada abis utk nikmat,5,positif
Kantor Pantai Randutatah Kec Paiton 2,ga kapok kesini rekomendasi sekali,5,positif
Kantor Pantai Randutatah Kec Paiton 2,cakep buat foto prewedding,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,wonderfull and beauty,3,netral
Kantor Pantai Randutatah Kec Paiton 2,cepot the special tangerang city,5,positif
Kantor Pantai Randutatah Kec Paiton 2,pandang sangat indah pukau,3,netral
Kantor Pantai Randutatah Kec Paiton 2,rekomendasi bromo sekitar hari biasa dapet view ga ramai sayang banyak unjung sadar bahaya buang sampah sembarang solo touring video lengkap yt sapoetra,5,positif
Kantor Pantai Randutatah Kec Paiton 2,indah gabisa tercapture kamera sini bener bengong nikmatin view nya ga perlu switzerland cukup sini,5,positif
Kantor Pantai Randutatah Kec Paiton 2,uwowww mantap,5,positif
Kantor Pantai Randutatah Kec Paiton 2,good job sampe arah balik nyata kk omi jatuh motor trail,5,positif
Kantor Pantai Randutatah Kec Paiton 2,males pulang kalo udah sampe sana,3,netral
Kantor Pantai Randutatah Kec Paiton 2,bromo hillside destinasi wisata kafe unik letak atas bukit kawasan taman nasional bromo tengger meru kabupaten malang jawa timur kafe tawar pandang derajat takjub masuk panorama gunung bromo bukit teletubbies gunung meru sky bridge lingkar rooftop kafe fasilitas layan area parkir luas toilet bersih mushola area duduk indoor outdoor restorasi langit makan bawah langit buka sky bridge view viral menu makan lengkap mulai rp masuk western food oriental menu nusantara agam minum kopi hingga mocktail herbal drink lokasi dusun jarak ijo ngadas camat poncokusumo kabupaten malang dekat pintu masuk kaldera bromo via jalur jemplang akses malang jam surabaya jam lewat tol jam buka harga tiket buka hari pukul wib akhir pekan buka lebih awal pukul wib nikmat sunrise tiket masuk kafe variasi mulai rp paket silver hingga rp paket platinum makan unjung beli tiket masuk taman nasional bromo tengger meru aktivitas rekomendasi hunting foto video latar pandang alam instagramable nikmat sky bridge panorama derajat santa nikmat kuliner sama keluarga teman bromo hillside jadi pilih tepat nikmat indah alam bromo suasana kafe nyaman fasilitas lengkap,5,positif
Kantor Pantai Randutatah Kec Paiton 2,htm rb dewasa rb anak parkir rb datang des include semua wahana masuk kupon foto gratis cetak bayar mulai rb kalau mau drive thru pakai shuttle bus usaha datang jam pagi wahana yg wajib coba semua gratis atraksi binatang mulai siang jam sore jam kurang lebih nya atraksi sirkus sore jam luar area zoo pindah parkir gratis nb foto cuman beberapa maaf,3,netral
Kantor Pantai Randutatah Kec Paiton 2,cukup muas lokasi luas banyak hibur,5,positif
Kantor Pantai Randutatah Kec Paiton 2,seru banget taman safari hewan banyak shownya seru seru main jg seru jugaa poko the bes thank you prigenn,5,positif
Kantor Pantai Randutatah Kec Paiton 2,selaluu seruuuu,3,netral
Kantor Pantai Randutatah Kec Paiton 2,safari night bagus waktu molor bikin nunggu,3,netral
Kantor Pantai Randutatah Kec Paiton 2,becareful not to purchase the ticket from the website just purchase the ticket kn site please double check everything from the date purchase to the ticket validity the safari itself was very nice but the online ticketing system was very difficult to navigate i purchased the ticket for th december but then redirected to the year and somehow purchaes the ticket for january once the transaction went through it was non refundable,3,netral
Kantor Pantai Randutatah Kec Paiton 2,seru senang sekali kunjung sini hewan banyak tunjuk macam macam wahana,5,positif
Kantor Pantai Randutatah Kec Paiton 2,full of people during high season not really enjoying the show due to no space able to fit everyone in facility are great lots of open areas and toilets,5,positif
Kantor Pantai Randutatah Kec Paiton 2,alam pertama safari optimis jadi core memori senang anak beli tiket website masuk antri lewat loket depan tawar wortel cukup murah harga masuk langsung temu rusa rusa sini jangan goda habis wortel telah banyak hewan beri makan zona cakar zona rusa giant elan zebra wildebeast zona feeding gajah rb per feeding mas nawari motret hasil beli zona taman main parkir sayang foto murah harga k cukup mahal kaum dang mending kayak baik mas mau bantuin motret pake hp ituu lewat beberapa hewan seru buat feeding sini hingga akhir zona jerapah feeding jg harga rb jerapah gak kasih makan wortel bawa jerapah baik wortel mulai habis tinggal beberapa antelop langsung pintu keluar parkir bayar plus gratis masuk semua wahana sayang hujan deras nikmat tunjuk gajah saran sih kalau safari rencana pagi hingga malam nikmat semua mulai jam pagi maks bs lihat tunjuk gajah jam sempat maksi dg harga cukup pricey per rata rb overall experiencenya sangat senang bs interaksi dg hewan liar lama hampir gak ketemu kebun binatang,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,tempat nyaman bagus,5,positif
Kantor Pantai Randutatah Kec Paiton 2,kelass mantabb,3,netral
Kantor Pantai Randutatah Kec Paiton 2,siap qris aja buat kaum dang mending kl mau beli makan minum tanya harga dulu yaaa dr pertama kesini males baca peta kl kesini wajib baca malu tanya sesat jalan kl uda sesat capek banget muterin jalan,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,alam paling enak feeding gajah area satwa keeper bantu foto biar sempat bentak lumayan ngena sih,5,positif
Kantor Pantai Randutatah Kec Paiton 2,nyaman utk rekreasi keluarga,5,positif
Kantor Pantai Randutatah Kec Paiton 2,yg udara sejuk parkir luar d luas layan bagus cocok bawah anak,5,positif
Kantor Pantai Randutatah Kec Paiton 2,hari kurang lama kalo mau jajah semua,3,netral
Kantor Pantai Randutatah Kec Paiton 2,libur anak istri,3,netral
Kantor Pantai Randutatah Kec Paiton 2,taman safari besar service bagus bangett,3,netral
Kantor Pantai Randutatah Kec Paiton 2,baik,3,netral
Kantor Pantai Randutatah Kec Paiton 2,keren si bukit viewnya bagus sekali untung disna ketemu mas jasa fotografer jadi alhamdulillah dpt foto hasil bagus,5,positif
Kantor Pantai Randutatah Kec Paiton 2,bentang area yg kereeenn bgt suasana hijau yg masyaallaah,5,positif
Kantor Pantai Randutatah Kec Paiton 2,lengkap,3,netral
Kantor Pantai Randutatah Kec Paiton 2,dec,3,netral
Kantor Pantai Randutatah Kec Paiton 2,tempat kereeen banget lukis alam yg indah banget,3,netral
Kantor Pantai Randutatah Kec Paiton 2,keren beberapa sampah utama belakang tugu bukit atangan kurang tempat sampah lokasi bukit teletubbies,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,best view pokok,3,netral
Kantor Pantai Randutatah Kec Paiton 2,minimal sekali se umur hidup,3,netral
Kantor Pantai Randutatah Kec Paiton 2,selalu kesima unjung bromo momen apa,3,netral
Kantor Pantai Randutatah Kec Paiton 2,good place,5,positif
Kantor Pantai Randutatah Kec Paiton 2,layan parah air toilet banyak yg mati segitu banyak unjung tp ecobus cuma info awal percuma beli tiket ecobus buat ortu gk pernah pakai ecobus tdk pernah kosong kalau yg muda lah erti high season tp ortu jd wisata nya sama sekali nyaman bawa ortu jalan tanjak tinggi sdh beli tiket ecobus halte antri panjang bahkan gk berhnti ecobus nya kecil sdh penuh jdnya bagaimana mau bagi nonton tunjuk empati dr pihak wisata perlu pikir x buat yg mau libur sini bawa ortu tunjuk sekali jd selalu tumpu unjung masuk area tunjuk dolphin lbh baik masuk waktu mulai lbh tertib kalau temple buka tunjuk mau mulai jd desa binatang jauh lbh baik taman safari cisarua,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,seru banget interaksi hewan langsung jadi wahana ajar bocah hewann kalau liburaann sangat sangat full hut aja macett binatang yg biar gak banyak mungkin cegah dr macet kalau musim hujan bener siap payung jas hujan,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,seru pas ngasih makan hewan liar tp bukan yg macan po singa yaa wahana sedikit tp cukup senang tunjuk hewan atraksi temple of terrornya suweru banget tp yg ngeri harga makannan minum x lipat saran bawa makan minum dr luar aja yg ptg siap fisik jalan kaki ny alumayan jauh naik turun,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,puas sih pagi sore safari hewan banyak main anak tunjuk makan golong pricey enak,5,positif
Kantor Pantai Randutatah Kec Paiton 2,seru edukatif destinasi wajib jatim alam luar biasa keliling habitat satwa pakai mobil pribadi asa sangat dekat debar udara sejuk lereng gunung jadi nyaman buat jalan kaki highlight kunjung safari adventure lihat singa harimau dekat benar benar alam juara dolphin show tunjuk lumba lumbanya seru banget sangat edukatif bukan cuma atraksi jadi ajar cara komunikasi penting jaga laut sangat interaktif buat anak anak tips datang weekdays lebih santai ambil tiket paket terus akses semua wahana tunjuk biaya tambah jangan lupa cek jadwal show lumba lumba tinggal sangat worth it libur keluarga,5,positif
Kantor Pantai Randutatah Kec Paiton 2,rasa inap baobab mini zoo nya nak kanak suka kalau mau taman safari tinggal naik shuttle car hotel sip joss muas,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,anak anak keluarga sangat senang libur safari prigen banyak wahana semua tarik pagi jam lokasi semua wahana nikmat,5,positif
Kantor Pantai Randutatah Kec Paiton 2,safari adventuren animal show sangat seru klu jalan kaki tmpat tempat yg lain sangat lelah info biaya ticket adv plus orang desember sewa scooter jam sewa kereta orang stasiun sewa private kereta hari makan lebih baik bawa luar dalam hrganya lumayan aqua botol yg kecil cireng biji french fries pop ice nutrisari bagai macam rasa es cream cone safari adventure umum habis jam keliling animal feeding jangan lupa bawa sayur yg bnyak rumah klu males beli pntu masuk hrganya kisar sayur saran klu ken murah bawa kangkung kacang panjang sangat murah ribu an hewan sangat doyan rebut animal show paling seru dolphin show yg lain biasa malah lebih kes sales marketing barang foto session semua main gratis yg penting mau antri sabar jalan area sangat luas naik turun jalan,5,positif
Kantor Pantai Randutatah Kec Paiton 2,sini bangun jam pagi naik jeep buat liat matahari muncul jeep ga sampe atas atas kudu naik ojek pp rb kudu siap in banyak dana tak terdugaaah tpi alhamdulillah kesini,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,sangat indah tumbuhanya pulih bakar,5,positif
Kantor Pantai Randutatah Kec Paiton 2,bagus sekali pandang,5,positif
Kantor Pantai Randutatah Kec Paiton 2,pandang indah walaupun liat dr tmpt parkir haha,3,netral
Kantor Pantai Randutatah Kec Paiton 2,tempat paling pw buat chill tinggi rumput jarang jejak trail jeep lihat udah jarang yg pergi singgah sini but pacar suka bgt chill sini jalan dr arah seruni tidur istirahat sebentar alas hampar rumput moga tetap jaga lestari huhu,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,tempat nyaman bersih sejuk cocok banget ngajak kawan pacara keluarga kunjung sini,5,positif
Kantor Pantai Randutatah Kec Paiton 2,tempat bagus cocok buat refreshing hilangin lelah cocok buat semua umur fasilitas umum blm,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,baguss bangett padang padang nya hijau banyak jajan jadi jangan takut lapar toilet banyak jual bunga sama baju sama mau naik kuda,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,buat video anniversary sini keren view nya pas cuaca bagus and rumput bagus,5,positif
Kantor Pantai Randutatah Kec Paiton 2,seru libur bromo bawa rombongannnn view indahhh bngat,5,positif
Kantor Pantai Randutatah Kec Paiton 2,mantap indah dulu pasca insiden,5,positif
Kantor Pantai Randutatah Kec Paiton 2,akhir inap baobab hotel th suite room hill view skrg safary view sama cucu inap sini tempat jaga dgn baik lingkung hotel asri kamar sangat awat bersih staff ramah sigap sangat bagus semua alam inap dgn view hewan tambah memory indah cucu semua,5,positif
Kantor Pantai Randutatah Kec Paiton 2,tempat buat libur ajar,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,sangat senang ada grand taman safari hewan nya cukup lengkap kuat jalan lihat atraksi nya kalau yg g kuat jalan sewa kayak kereta gitu sih lumayan biaya,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,tempat rindang sejuk asik buat healing bapak jaga tempat rusa luar biasa ramah mobil blong daerah sana langsung bantu jalan luar biasa thank u taman safari prigen,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,anak suka,3,netral
Kantor Pantai Randutatah Kec Paiton 2,keluarga pesan tiket inap baobab yg include tiket taman safari proses mau masuk lama register pintu masuk taman safari yg bikin lama nunggu nya aman hewan banyak macam meski rata hewan rusa tugas standby cctv,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,hewan nya bulet yah tiger lion safari suasana baru jd mmg cocok buat anak waktu libur taman safari baru prigen bagus tarik buat anak butuh suasa baru deh visit kesini seru banget,3,netral
Kantor Pantai Randutatah Kec Paiton 2,buat yg mau libur ma keluarga kesini yg gaesss,3,netral
Kantor Pantai Randutatah Kec Paiton 2,hewan tarik sangan kesan bagus,5,positif
Kantor Pantai Randutatah Kec Paiton 2,jauh puas,5,positif
Kantor Pantai Randutatah Kec Paiton 2,fasilitas baik wahana beberapa sedang baik,3,netral
Kantor Pantai Randutatah Kec Paiton 2,seruu banget next time ken balik kesini,1,negatif
Kantor Pantai Randutatah Kec Paiton 2,salah satu tempat wisata edukasi senang lengkap milik banyak memori existing dulu sekarang puas jelajah bagi safari sesuai kondisi alam asli lengkap taman main yg cukup lengkap moga depan semua hewan tetap lestari awat baik amanah jaga lestari sehat hewan hewan dalam,5,positif
Kantor Pantai Randutatah Kec Paiton 2,jangan kesini pas musim kemarau full debu,3,netral
Kantor Pantai Randutatah Kec Paiton 2,cantik banget pas langit cerah,5,positif
Kantor Pantai Randutatah Kec Paiton 2,gada teletubbiesnya hha,3,netral
